time,qy_1,qy_2,qy_3,qy_4,vpd,co2,temp_1,temp_2,temp_3,temp_4,eppfd_1,eppfd_2,eppfd_3,eppfd_4,eppfdi_1,eppfdi_2,eppfdi_3,eppfdi_4,ppfd_1,ppfd_2,ppfd_3,ppfd_4,ppfdi_1,ppfdi_2,ppfdi_3,ppfdi_4
2025-04-02T06:00:00Z,0.856,0.835,0.841,0.852,0.75,253,20.2,20.5,20.5,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-02T06:15:00Z,0.863,0.849,0.858,0.871,0.74,254,20.2,20.5,20.6,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-02T06:30:00Z,0.866,0.843,0.858,0.877,0.71,254,20,20.4,20.4,20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-02T06:45:00Z,0.883,0.842,0.847,0.846,0.7,255,19.9,20.3,20.3,20.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-02T07:00:00Z,0.845,0.836,0.84,0.846,0.74,249,20.4,20.7,20.8,20.7,5.58E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-02T07:15:00Z,0.854,0.806,0.813,0.802,0.73,247,20.3,20.6,20.7,20.6,0.6317945,0.1113787,0.1887191,0.3396612,1.741537,0.3748382,0.584013,0.9822416,0.4595576,0.08488933,0.1583606,0.251346,1.317803,0.2922272,0.4889888,0.7565572
2025-04-02T07:30:00Z,0.838,0.783,0.769,0.825,0.73,246,20.3,20.7,20.7,20.6,4.102014,0.8519635,1.413224,2.341121,8.505121,1.760083,2.919073,4.85416,3.214434,0.6848099,1.219126,1.83919,6.705761,1.423169,2.531498,3.823312
2025-04-02T07:45:00Z,0.792,0.778,0.792,0.815,0.78,241,20.9,21.2,21.3,21.2,17.30216,3.592188,5.923815,9.892905,26.20245,5.391958,9.045008,15.04388,13.43953,2.844131,5.074717,7.683568,20.27017,4.260154,7.695803,11.60296
2025-04-02T08:00:00Z,0.842,0.781,0.788,0.856,0.73,241,20.4,20.9,20.8,20.7,24.88754,5.166255,8.551034,14.23841,32.50337,6.789357,11.07762,18.55633,19.60441,4.145337,7.392999,11.20216,25.70692,5.459242,9.630786,14.6454
2025-04-02T08:15:00Z,0.825,0.765,0.785,0.813,0.7,240,20.3,20.8,20.8,20.6,40.01802,8.262479,13.80293,22.90964,46.88267,9.650119,16.27539,26.89651,31.75661,6.686058,11.99063,18.14619,37.40364,7.845951,14.15382,21.40276
2025-04-02T08:30:00Z,0.813,0.788,0.78,0.82,0.78,239,21.3,21.8,21.8,21.7,53.07185,10.97667,18.33116,30.41239,51.70861,10.71683,17.76394,29.63648,42.18561,8.889955,15.93241,24.12844,41.19145,8.704418,15.46545,23.55027
2025-04-02T08:45:00Z,0.833,0.785,0.774,0.829,0.74,237,20.9,21.4,21.3,21.2,43.20679,8.927364,14.88364,24.76079,37.03894,7.617949,12.73968,21.21593,34.50685,7.271628,12.99116,19.73342,29.7207,6.257185,11.14667,16.96249
2025-04-02T09:00:00Z,0.801,0.774,0.778,0.8,0.68,237,20.7,21.2,21.1,21,43.69514,9.007899,15.05117,25.03575,36.08044,7.410958,12.39758,20.74459,34.99512,7.359532,13.15916,19.99065,28.96736,6.079501,10.8415,16.58067
2025-04-02T09:15:00Z,0.737,0.74,0.713,0.8,0.65,232,21.4,22.1,22,22,77.42435,15.97837,26.69991,44.40075,172.4489,35.6293,58.80543,98.56533,61.76135,13.00068,23.25774,35.28634,136.9793,28.85692,51.12737,77.96169
2025-04-02T09:30:00Z,0.713,0.731,0.699,0.783,0.66,232,21.8,22.9,22.8,23,173.34,35.80613,59.80569,99.32743,205.8354,42.01507,71.47128,118.4088,138.1999,29.10522,52.10119,78.97341,164.2074,34.2294,62.16264,94.00594
2025-04-02T09:45:00Z,0.732,0.72,0.672,0.759,0.71,229,22.9,24.1,23.9,24.2,249.7348,51.55201,86.21436,143.0726,297.5664,61.77867,102.6515,170.6073,198.83,41.8398,75.02463,113.5707,236.6443,50.07038,89.34436,135.4667
2025-04-02T10:00:00Z,0.77,0.71,0.668,0.763,0.78,227,23.7,25,24.6,24.9,248.1988,51.37547,85.62842,142.2459,259.7178,54.29771,88.64746,149.2785,197.7121,41.65278,74.53349,112.885,207.52,43.97517,77.17833,118.3358
2025-04-02T10:15:00Z,0.736,0.688,0.664,0.742,0.83,226,23.9,25,24.5,24.9,212.6408,43.99077,73.17113,121.8938,274.4164,56.14211,93.64923,156.7684,169.5882,35.72367,63.77336,96.81152,218.5154,45.61781,81.53337,124.3274
2025-04-02T10:30:00Z,0.736,0.717,0.67,0.779,0.74,222,23.1,24.8,23.7,24,270.6455,55.76956,93.43131,155.1239,177.6011,36.87193,62.27568,101.9645,215.2192,45.26313,81.25919,123.0387,141.1952,29.96319,54.08928,81.12622
2025-04-02T10:45:00Z,0.732,0.688,0.655,0.753,0.69,220,23,24.9,23.9,24,264.0768,54.43781,91.12271,151.3336,266.2163,54.82011,91.7984,152.5699,209.8396,44.15778,79.22052,119.9189,211.1306,44.36485,79.7598,120.8339
2025-04-02T11:00:00Z,0.762,0.7,0.651,0.78,0.65,222,23.1,25,23.9,24.1,260.0793,53.68233,89.71944,148.9045,229.0567,47.15716,79.85157,131.4298,206.3896,43.48251,77.98705,117.9702,182.1651,38.33394,69.28644,104.3289
2025-04-02T11:15:00Z,0.701,0.691,0.649,0.744,0.62,217,23.1,25,23.8,24,263.319,54.31541,90.71347,150.8153,291.1192,60.1749,100.5913,166.8098,209.2352,44.04272,78.88383,119.5596,231.1828,48.75864,87.54726,132.3279
2025-04-02T11:30:00Z,0.699,0.672,0.636,0.766,0.58,217,23.1,25.1,24.2,23.9,286.4258,59.07788,98.69732,163.9918,300.9467,62.2042,103.9408,172.6318,227.6138,47.90634,85.82832,129.973,238.6914,50.34873,90.33047,136.7089
2025-04-02T11:45:00Z,0.748,0.686,0.655,0.784,0.52,216,22.9,25.1,23.9,23.7,295.6459,61.04033,101.7728,169.2975,221.1274,45.75426,76.42767,126.7525,234.7147,49.4458,88.4642,134.1468,175.6996,37.11108,66.37028,100.602
2025-04-02T12:00:00Z,0.71,0.691,0.649,0.735,0.52,218,23.2,25,24,24.1,223.3349,46.20021,76.94852,127.8934,241.2544,49.62638,83.35925,138.0981,177.5036,37.4563,66.92269,101.425,191.8763,40.28862,72.62731,109.47
2025-04-02T12:15:00Z,0.733,0.703,0.648,0.773,0.53,216,23.4,25.1,24.1,24.2,220.8439,45.52009,76.47817,126.5232,191.6257,39.63414,66.06585,109.5605,175.5964,36.93813,66.50331,100.3541,152.3797,32.15074,57.48315,86.93939
2025-04-02T12:30:00Z,0.744,0.697,0.638,0.736,0.49,216,23.2,25.1,24,24.1,241.3198,49.68659,83.17633,138.2921,217.8238,44.74224,75.08851,124.6192,192.0087,40.34107,72.38463,109.7092,173.3258,36.3442,65.24976,98.95196
2025-04-02T12:45:00Z,0.733,0.681,0.64,0.766,0.53,219,23.4,25.3,24.4,24.3,239.1988,49.44283,82.39711,136.9331,192.9052,39.61782,66.74256,110.3019,190.4266,40.14586,71.80134,108.7847,153.7089,32.22744,58.12031,87.81783
2025-04-02T13:00:00Z,0.727,0.667,0.613,0.771,0.51,218,22.9,25,23.6,23.5,262.1842,54.289,90.40047,150.1029,277.946,57.81514,97.1681,158.9891,208.7242,44.09079,78.73553,119.3204,220.9937,46.85078,84.48903,126.784
2025-04-02T13:15:00Z,0.728,0.66,0.586,0.766,0.45,222,22.6,24.9,23.3,23.2,330.3142,68.68486,114.2482,188.7326,352.8869,73.99673,122.0539,200.6811,262.23,55.65428,99.46939,149.9897,279.1835,59.67328,106.4397,159.5786
2025-04-02T13:30:00Z,0.718,0.647,0.603,0.726,0.34,222,22,24.7,22.6,22.4,451.9174,93.28419,156.1293,258.2257,367.613,74.94118,129.8197,214.2083,358.7748,75.59613,135.8377,204.841,292.5627,60.95057,112.6296,169.912
2025-04-02T13:45:00Z,0.675,0.638,0.591,0.714,0.31,222,22,24.6,22.7,22.4,329.2523,67.90692,115.0092,190.3365,340.0603,71.49194,118.3793,196.8405,262.1814,55.05592,100.1528,150.9808,271.0961,57.82845,103.2459,155.8253
2025-04-02T14:00:00Z,0.537,0.606,0.546,0.585,0.35,225,22.8,25.4,23.2,23.1,570.8157,125.38,207.5343,386.9708,781.1942,162.391,280.1948,458.88,483.4232,97.0779,190.7374,306.4939,634.8961,132.4946,236.2775,365.6947
2025-04-02T14:15:00Z,0.708,0.595,0.533,0.657,0.51,219,24.7,26.7,22.7,23.2,1220.968,220.1759,465.3618,754.9266,824.4743,165.1956,290.7501,484.4306,1004.521,209.3889,295.6868,602.0086,662.351,135.3201,245.5316,381.366
2025-04-02T14:30:00Z,0.5,0.605,0.549,0.667,0.47,216,24.3,27.3,23.1,23.2,1040.43,216.7638,320.0846,604.2601,544.8546,110.6504,189.7273,315.6987,835.5043,164.6516,289.6133,474.3587,434.8131,89.60048,164.2495,247.418
2025-04-02T14:45:00Z,0.629,0.613,0.553,0.655,0.44,212,24.2,27.8,23.6,23.3,895.1989,198.9166,311.0556,513.3423,548.5266,112.407,192.3357,313.3018,726.9733,165.5132,275.5252,408.4613,439.1658,91.17095,165.1025,248.231
2025-04-02T15:00:00Z,0.684,0.615,0.543,0.674,0.35,206,23.9,27.6,24.2,23.8,605.3049,123.0167,231.9544,374.877,509.9662,98.71223,179.9074,290.0439,494.591,117.1508,199.0597,270.1873,407.217,80.51983,156.94,228.1421
2025-04-02T15:15:00Z,0.681,0.628,0.575,0.703,0.31,211,23.6,26.7,23.8,23.4,456.74,92.36903,165.6423,267.4405,381.0614,83.12693,132.6598,224.2891,363.1392,78.06086,141.1203,207.4651,304.2749,66.43687,117.5126,177.3667
2025-04-02T15:30:00Z,0.677,0.615,0.547,0.739,0.24,207,23.7,26.3,23.6,23.3,554.6945,105.4304,188.3468,307.4077,459.2711,95.32413,153.203,268.0678,444.0625,84.71733,167.7321,241.6037,367.3307,77.49284,133.0968,212.0638
2025-04-02T15:45:00Z,0.631,0.633,0.56,0.701,0.24,209,23.5,26.1,23.5,23.2,449.9994,92.146,156.5174,263.8149,381.9733,78.84663,132.8172,220.8611,359.5955,72.76978,133.7806,210.0894,305.5133,62.63985,113.5613,176.0305
2025-04-02T16:00:00Z,0.689,0.64,0.534,0.703,0.3,207,25,27.6,24.1,24.2,1063.65,141.3382,243.5534,400.2679,1528.371,118.951,359.2753,505.9789,854.8409,131.4705,222.3822,427.6916,1225.53,172.7335,297.929,672.0695
2025-04-02T16:15:00Z,0.591,0.634,0.528,0.717,0.44,206,25.8,28,24.5,24.3,999.1859,77.9211,351.9303,321.0445,751.5472,78.68442,182.9906,305.8441,817.6032,78.95486,200.6313,326.1633,613.3276,66.44776,159.4994,249.8866
2025-04-02T16:30:00Z,0.663,0.636,0.538,0.695,0.41,202,25.1,27.5,24.5,24.1,592.6592,81.51527,185.8969,290.0148,363.559,64.86874,124.795,205.7115,474.1436,66.96347,176.3998,219.9984,291.7111,54.335,109.2255,161.4735
2025-04-02T16:45:00Z,0.488,0.619,0.482,0.692,0.32,199,24.5,27,24.4,24.1,443.696,76.31064,156.3565,255.5497,990.9408,105.3466,303.2827,516.7506,359.9273,62.32115,136.6074,192.922,991.7078,83.46549,327.4507,338.8006
2025-04-02T17:00:00Z,0.625,0.621,0.495,0.673,0.35,204,25.2,27.2,24.5,24.2,728.5474,78.37955,258.1573,402.1358,568.2576,77.68587,214.3147,317.8945,586.0764,64.15289,224.7046,252.6352,445.8695,63.27362,174.3904,213.7076
2025-04-02T17:15:00Z,0.746,0.639,0.574,0.72,0.31,204,24.5,26.8,24.2,23.9,431.8883,68.97729,154.9144,237.4199,299.3904,59.69349,102.5343,175.3022,337.8639,56.13586,133.9966,179.2976,239.3933,48.28887,88.94264,139.0392
2025-04-02T17:30:00Z,0.704,0.662,0.571,0.756,0.24,205,24.3,26.5,24.3,23.9,350.25,57.16129,127.3283,210.9261,290.4326,51.34428,104.3333,169.4968,258.1109,46.63595,109.9266,158.087,230.0193,42.17128,89.02091,132.8503
2025-04-02T17:45:00Z,0.733,0.668,0.612,0.806,0.22,209,23.4,25.7,23.5,23.2,235.472,43.57052,88.2255,163.1731,172.4137,36.34974,56.39669,98.4353,185.7645,35.29274,72.22063,124.7768,138.0757,29.51335,49.6191,79.0229
2025-04-02T18:00:00Z,0.714,0.633,0.521,0.776,0.17,217,23.2,25.6,23.9,23.5,239.5921,43.79817,111.8784,190.2587,257.6233,41.53965,122.4978,217.8518,190.982,35.58435,97.64703,149.4887,200.2755,33.6588,111.7924,156.7747
2025-04-02T18:15:00Z,0.731,0.66,0.523,0.761,0.22,222,23.8,25.4,24.1,23.2,301.2176,43.54787,169.4198,301.5797,263.7744,41.02819,136.8699,233.2515,236.1821,35.4118,153.5322,223.2276,207.5895,33.29732,121.9272,158.4964
2025-04-02T18:30:00Z,0.758,0.683,0.564,0.785,0.19,217,23.2,24.9,23.5,23,196.1812,33.36806,92.08342,151.5186,166.9165,29.11313,77.24126,130.3949,156.7188,27.13655,83.10281,121.4751,129.7593,23.38676,79.55886,88.89755
2025-04-02T18:45:00Z,0.8,0.697,0.611,0.787,0.14,216,22.8,24.3,23.2,23,113.122,21.46054,40.62854,70.09827,72.20933,14.96529,24.17755,42.935,89.12415,17.24017,35.74821,55.08392,57.66637,12.06562,21.45256,34.27363
2025-04-02T19:00:00Z,0.793,0.679,0.61,0.787,0.19,220,23.3,24.6,23.9,23.9,107.1283,21.02086,38.3039,66.6726,129.7249,24.18227,45.17516,81.4289,84.71597,16.93945,32.99524,53.34531,102.4582,19.48843,39.0518,68.92055
2025-04-02T19:15:00Z,0.8,0.707,0.636,0.792,0.25,221,23.5,24.7,24.3,24.1,91.4992,18.44808,31.49117,55.02842,88.60174,17.7049,30.84562,53.70597,72.36813,14.80499,27.40525,43.65144,69.81726,14.15962,26.70972,42.16363
2025-04-02T19:30:00Z,0.799,0.73,0.689,0.82,0.32,220,24.2,25.2,25,24.8,61.78086,12.64285,21.20151,36.69143,46.09233,9.150199,16.26712,28.14289,48.51992,10.04392,18.23814,28.63563,35.94012,7.266549,13.96657,21.82359
2025-04-02T19:45:00Z,0.821,0.785,0.75,0.839,0.28,225,23.6,24.4,24.4,24.1,25.60119,5.074877,9.196812,15.80234,12.00651,2.437317,4.323626,7.378507,19.97206,4.03325,7.890493,12.26142,9.400796,1.930111,3.69545,5.716476
2025-04-02T20:00:00Z,0.839,0.818,0.815,0.833,0.2,220,22.8,23.6,23.6,23.4,5.831517,1.180866,2.054256,3.547252,2.264925,0.4538203,0.7856259,1.344234,4.615655,0.9586937,1.77281,2.767172,1.770635,0.3797839,0.6851968,1.034817
2025-04-02T20:15:00Z,0.841,0.826,0.848,0.864,0.13,227,22.3,23,23,22.9,0.7443441,0.1256695,0.2429195,0.4219977,0,0,0,0,0.5578817,0.104254,0.2019389,0.3000179,0,0,0,0
2025-04-02T20:30:00Z,0.871,0.841,0.854,0.868,0.05,228,22,22.8,22.8,22.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-03T06:00:00Z,0.876,0.801,0.818,0.855,-0.05,270,20.9,21.4,21.3,21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-03T06:15:00Z,0.892,0.816,0.834,0.864,-0.05,272,20.9,21.4,21.4,21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-03T06:30:00Z,0.885,0.82,0.832,0.839,-0.05,269,20.9,21.4,21.4,21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-03T06:45:00Z,0.875,0.814,0.828,0.861,-0.05,272,20.9,21.4,21.4,21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-03T07:00:00Z,0.868,0.808,0.822,0.839,-0.05,273,20.9,21.4,21.4,21.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-03T07:15:00Z,0.83,0.771,0.766,0.814,-0.05,272,20.9,21.4,21.4,21.2,0.6305175,0.09722649,0.1807553,0.3398189,1.675196,0.3254726,0.5420533,0.9579048,0.475775,0.07802632,0.151039,0.2195618,1.308601,0.2763443,0.4694595,0.7098331
2025-04-03T07:30:00Z,0.843,0.708,0.674,0.798,-0.05,273,20.9,21.5,21.4,21.3,7.753991,1.605071,2.462405,4.424299,17.65057,3.649707,5.611361,10.08331,5.999661,1.271299,2.11867,3.38008,13.57058,2.857894,4.837999,7.71679
2025-04-03T07:45:00Z,0.814,0.682,0.663,0.82,-0.05,271,21.1,21.7,21.7,21.5,31.5383,6.593699,9.902378,18.00347,53.0108,11.43151,16.08014,30.16377,24.52488,5.192186,8.595686,13.95095,41.37943,8.988884,14.03608,23.55892
2025-04-03T08:00:00Z,0.789,0.657,0.649,0.788,-0.04,263,21.6,22.2,22.2,22.1,72.47212,15.5369,22.15178,41.21914,101.2946,22.26459,29.9309,57.32757,56.93554,12.29008,19.45025,32.41656,79.64058,17.57199,26.32925,45.59404
2025-04-03T08:15:00Z,0.803,0.665,0.637,0.771,-0.03,255,22.4,22.9,22.9,22.9,110.3482,23.77039,33.40841,62.64466,90.05457,19.07566,28.05645,51.34411,87.06925,18.87994,29.4829,49.53695,70.99345,15.17125,24.58118,40.50065
2025-04-03T08:30:00Z,0.754,0.635,0.617,0.789,-0.04,246,22.9,23.4,23.4,23.4,115.7071,24.3547,36.72535,66.24127,138.8316,29.54976,42.73064,78.98688,91.81432,19.5048,32.24566,52.45267,110.1555,23.61959,37.57364,62.5054
2025-04-03T08:45:00Z,0.767,0.633,0.61,0.754,-0.01,233,23.8,24.4,24.2,24.2,142.1454,30.39314,43.43239,80.96119,129.2729,27.59209,39.2916,73.93731,112.979,24.2877,38.307,64.12529,103.0119,22.12149,34.77213,58.5848
2025-04-03T09:00:00Z,0.711,0.591,0.57,0.742,0.08,229,24.5,25.2,24.8,25.1,169.0914,36.39763,51.09427,96.54363,247.4626,56.47178,70.4647,146.1748,134.6899,29.0825,44.92097,76.41728,197.3728,44.40302,62.13136,114.687
2025-04-03T09:15:00Z,0.772,0.559,0.523,0.76,0.04,214,23.2,24.5,23,23,279.4985,61.71789,83.34612,162.5227,274.8348,58.042,89.19993,157.6814,222.0909,48.71747,73.56765,128.4092,219.714,46.65421,78.1983,125.5792
2025-04-03T09:30:00Z,0.711,0.551,0.496,0.707,-0.03,216,23.4,24.9,23.5,23.6,352.5024,78.57213,97.94568,199.1573,360.3688,78.67696,105.5458,205.1883,281.3233,64.04095,86.71732,154.0493,288.6488,62.86485,93.67992,163.4574
2025-04-03T09:45:00Z,0.714,0.545,0.48,0.701,0.07,209,24.2,25.5,23.6,24,419.4794,95.24336,115.6062,233.0573,392.3242,89.65341,113.9971,220.037,335.8876,77.13332,102.8514,183.3333,314.7171,71.35197,100.7157,172.6189
2025-04-03T10:00:00Z,0.71,0.566,0.512,0.727,0.19,207,24.5,25.7,23.9,24.3,407.8122,98.13163,106.7761,231.413,233.1639,49.31073,70.24684,132.9986,322.3033,77.91632,95.83231,171.6408,186.4367,39.87499,62.75406,106.6086
2025-04-03T10:15:00Z,0.659,0.553,0.494,0.659,0.21,207,24.1,25.4,23.9,24.1,340.3528,71.48581,90.93211,184.9727,305.2875,73.11833,81.69945,170.3015,273.2187,56.6066,85.5899,142.4468,245.7702,58.13461,75.63659,136.1459
2025-04-03T10:30:00Z,0.619,0.537,0.444,0.591,0.28,206,25.4,26.7,23.6,24.3,757.7981,121.8856,151.1012,312.0668,781.4952,137.7214,181.4591,328.6689,583.2502,98.77297,134.5708,268.2214,522.6093,107.4997,155.1823,238.34
2025-04-03T10:45:00Z,0.6,0.525,0.45,0.631,0.2,205,24.4,26.4,23.6,23.7,564.4009,119.3878,165.267,296.0586,757.4313,166.1154,222.3731,384.6421,422.2883,93.29666,145.1319,230.6716,613.1917,143.1694,205.5105,329.7577
2025-04-03T11:00:00Z,0.569,0.529,0.44,0.568,0.13,206,24.6,26.7,23.8,24.2,697.9084,132.0426,211.71,364.0687,533.1337,114.9952,155.1619,296.409,544.3488,123.2076,179.8939,307.6516,428.0571,91.12138,137.6224,236.6253
2025-04-03T11:15:00Z,0.575,0.509,0.404,0.511,0.26,204,25.7,27.8,23.9,24.8,714.5849,189.8562,325.6113,525.1,657.3728,157.0834,224.0161,411.8391,527.8657,126.7677,220.0616,461.8406,538.0525,116.1407,178.6402,328.5139
2025-04-03T11:30:00Z,0.652,0.52,0.442,0.708,0.26,201,24.9,27.6,24.6,24.7,523.3727,124.0687,188.6615,341.0819,449.8674,92.31946,141.912,257.7225,436.4976,97.70731,146.4208,274.5405,358.728,75.20518,126.7688,204.0978
2025-04-03T11:45:00Z,0.6,0.476,0.412,0.574,0.14,199,24,26.7,24.4,24.3,330.2991,68.40197,102.3167,189.416,535.2114,113.2564,175.9612,309.4115,262.1357,54.59583,91.32357,149.3488,427.7803,91.55347,151.2435,242.8711
2025-04-03T12:00:00Z,0.688,0.499,0.425,0.638,0.11,205,24.7,27,24.3,24.3,647.8854,134.5818,203.3508,352.6617,960.3622,204.8141,288.2352,490.1595,517.6296,104.7972,179.9782,280.3572,777.0323,150.2011,259.171,406.5963
2025-04-03T12:15:00Z,0.537,0.479,0.416,0.552,0.13,203,25,27.3,24.5,24.6,664.1668,130.0145,211.1913,393.0925,821.8786,170.5462,261.5151,467.6177,510.5715,104.9899,196.824,313.249,660.8673,136.3261,229.5588,370.208
2025-04-03T12:30:00Z,0.754,0.578,0.503,0.708,0.18,200,24.7,27.2,24.5,24.3,464.2907,95.15158,153.8906,267.9379,166.7097,35.1513,56.76112,96.41755,372.3721,77.57992,134.1956,211.7701,132.6487,28.36765,49.56425,75.83082
2025-04-03T12:45:00Z,0.371,0.472,0.421,0.403,0.11,204,24.8,27.2,24.4,24.4,736.3209,163.9251,211.2644,399.1302,1782.325,417.9102,674.8164,938.0005,573.4465,130.455,211.62,323.2442,995.9149,329.0978,561.6588,764.0012
2025-04-03T13:00:00Z,0.57,0.483,0.445,0.65,0.32,206,26.6,29.2,24.9,24.8,1018.309,330.2896,544.0784,767.3096,467.2219,94.37785,143.1076,274.6894,822.2903,260.4478,452.1833,616.6906,374.4313,76.58688,123.5748,209.8866
2025-04-03T13:15:00Z,0.487,0.442,0.432,0.617,0.51,200,27.2,28.7,24.9,25.3,1045.913,243.6032,298.4955,581.8708,438.4202,92.89201,150.9956,260.3199,875.9948,171.2121,276.2094,491.9013,353.0567,75.88412,129.32,202.7978
2025-04-03T13:30:00Z,0.622,0.463,0.41,0.496,0.68,195,27.8,30.3,25.5,25.8,1761.703,396.0454,467.1774,731.8181,1992.943,435.5631,813.6973,1185.362,1425.004,330.4716,441.5921,583.7303,1609.635,358.8214,692.1219,877.0854
2025-04-03T13:45:00Z,0.6,0.489,0.433,0.639,0.77,192,27.7,31.2,26.9,27,1084.808,188.2202,495.4201,781.8608,533.4485,108.2452,177.0331,308.6442,811.4969,177.2313,386.8679,604.714,429.6177,88.25403,151.0472,242.0921
2025-04-03T14:00:00Z,0.548,0.475,0.426,0.636,0.65,192,26.8,31.1,27.5,27.7,824.853,184.8089,273.7302,498.5681,1797.515,381.8995,787.7435,1220.544,692.9891,146.2109,205.8439,386.9278,1646.689,306.3656,394.4986,986.3505
2025-04-03T14:15:00Z,0.604,0.473,0.447,0.577,0.84,193,28.5,31,26.7,28.2,1768.149,181.0673,697.6742,1114.907,1953.324,353.0291,689.3845,1207.833,1437.568,161.4224,389.9016,892.853,1581.698,189.5779,372.0268,924.7102
2025-04-03T14:30:00Z,0.284,0.474,0.463,0.591,0.76,191,27.1,30.5,26.5,26.5,803.08,165.5876,266.9311,488.832,454.271,95.70219,147.2094,265.1114,649.3991,132.6923,191.4253,378.1316,365.5638,76.745,124.5907,208.5906
2025-04-03T14:45:00Z,0.51,0.423,0.438,0.586,0.75,193,27.7,31.9,26.3,25.4,1389.198,381.7162,357.3124,451.9926,654.4824,385.0609,388.6138,473.4707,1294.316,334.4949,341.236,556.9903,764.2388,348.516,155.4248,272.6962
2025-04-03T15:00:00Z,0.471,0.464,0.403,0.566,0.9,188,28.5,33.5,27,25.1,767.2751,237.546,350.7616,823.5862,751.8361,98.0802,242.2926,644.1952,545.8839,303.0487,438.1685,374.9437,563.7675,115.4228,242.1132,379.8116
2025-04-03T15:15:00Z,0.604,0.513,0.463,0.676,0.94,190,28.5,33.6,28.6,28,1542.24,121.7522,467.4545,418.0694,1317.509,160.1196,375.4533,317.0185,1249.687,196.5547,275.1714,371.375,1120.011,96.01369,383.8981,248.5048
2025-04-03T15:30:00Z,0.466,0.508,0.406,0.625,0.91,187,27.9,32.5,28.3,27.3,651.3311,127.5919,203.0159,433.7638,552.1861,231.1773,474.3041,534.5268,625.4765,81.31966,222.9981,347.0208,444.5446,112.9462,228.3742,750.1754
2025-04-03T15:45:00Z,0.557,0.531,0.442,0.628,0.97,188,28.2,32.8,28.7,28.4,1053.511,182.0906,256.2913,607.557,1642.5,213.0248,391.9678,533.3909,824.1955,109.2071,320.0317,293.2289,1329.76,178.9199,539.6557,352.7273
2025-04-03T16:00:00Z,0.451,0.497,0.4,0.632,0.97,188,28,32.1,27.9,27.9,1071.887,135.424,265.4451,349.5758,325.045,59.34718,112.7527,187.8101,865.405,122.7349,261.3416,413.6509,261.8103,48.35348,95.75767,146.9276
2025-04-03T16:15:00Z,0.411,0.54,0.398,0.731,1.04,187,28.4,31.4,27.1,27.2,1200.448,67.53812,478.1392,360.9433,261.8317,44.35852,88.39431,148.1705,968.9678,71.55577,270.4777,398.8898,210.4271,37.27177,76.35077,118.1635
2025-04-03T16:30:00Z,0.68,0.574,0.499,0.729,0.86,184,26.8,30.3,26.9,26.5,694.6066,57.73396,166.5265,271.4495,181.2448,34.86394,64.63529,110.8718,559.0065,47.952,190.2853,184.6887,145.1113,28.47274,55.28722,86.72411
2025-04-03T16:45:00Z,0.462,0.54,0.41,0.699,0.77,185,26.6,29.5,26.6,26.6,527.4386,53.56221,221.4272,401.1799,545.3418,59.22367,413.4725,514.7825,394.7387,43.7741,191.7875,215.3541,775.0212,46.11259,412.5661,230.3925
2025-04-03T17:00:00Z,0.577,0.524,0.415,0.699,0.79,185,26.4,28.8,26,25.9,573.8701,49.41967,201.7355,300.4356,968.3164,71.40493,388.1555,505.8489,481.334,40.50459,184.2174,183.0516,782.3171,59.41,322.7683,279.2797
2025-04-03T17:15:00Z,0.724,0.575,0.527,0.733,0.71,186,25.8,28.4,25.7,25.5,457.7375,48.96043,181.1206,253.7097,174.2047,37.20761,60.37305,106.0797,365.7699,40.00874,144.953,150.889,139.0878,30.06658,52.49067,83.53115
2025-04-03T17:30:00Z,0.709,0.547,0.451,0.728,0.58,183,25,27.7,25.5,25.3,340.0029,45.21999,96.36483,210.3093,372.6488,52.46679,129.5975,236.5965,211.678,36.47507,80.98491,169.0326,258.2966,42.53665,109.2413,182.2817
2025-04-03T17:45:00Z,0.67,0.565,0.458,0.684,0.72,187,26.4,28.2,25.5,25.2,353.034,42.21874,140.1695,289.3584,303.2466,51.67316,213.1096,364.6229,240.1475,34.1685,118.6477,218.2698,249.7322,42.43311,173.8422,265.5056
2025-04-03T18:00:00Z,0.732,0.579,0.505,0.726,0.7,187,25.9,27.8,25.5,24.8,212.3091,35.43828,169.9093,297.3164,207.0539,38.70169,73.84242,122.5627,176.1085,28.96318,143.9135,220.8336,166.027,32.24619,63.02402,95.42135
2025-04-03T18:15:00Z,0.76,0.591,0.528,0.761,0.63,186,25.1,26.9,25.2,24.9,196.084,34.49667,89.04308,156.873,152.2007,28.98325,56.50514,91.59863,154.6179,28.15678,80.18262,121.2178,120.5915,23.58549,48.50187,71.78523
